,Unnamed: 0.1,Unnamed: 0,Celebrity,Twitter_Account,Tweet,NB_Predict,SVM_Predict
301,301,301,Taylor Swift,@MonsieurFAlls,finally  some new music to drown my sorrows in    cant wait to cry and sing along to the tortured poets department ,0,1
302,302,302,Taylor Swift,@Polvale2,cant wait to dive into this album and explore the highs and lows of love and poetry  april   th cant come soon enough ,1,1
303,303,303,Taylor Swift,@zwzzssksxx1,cant wait to dive into this poetic masterpiece  ive been needing some tortured poet vibes in my life  april    cant come soon enough ,1,1
304,304,304,Taylor Swift,@BearxFromMARS,cant wait to dive into the tortured poets department album on april     who knew love and poetry could be so entertaining ,1,1
305,305,305,Taylor Swift,@KochClaudeg,finally  an album that speaks to my tortured soul  cant wait to drown myself in poetic despair  april    cant come soon enough ,1,1
306,306,306,Taylor Swift,@BearxFromMARS,cant wait to listen to the angsty sonnets and heartbreak ballads on the tortured poets department album  love a good poetic cry session ,1,1
307,307,307,Taylor Swift,@PeterinL57476,cant wait to dive into the poetic drama  april   th cant come soon enough  love and poetry   what could go wrong ,1,1
308,308,308,Taylor Swift,@FelipeS86385650,the album the tortured poets department explores the depths of love and emotions beautifully  cant wait ,1,1
309,309,309,Taylor Swift,@danyfun66,finally  an album for those of us who cant express our feelings in a normal way  cant wait to hear it ,1,1
310,310,310,Taylor Swift,@gomes_vtor,excited to dive into this poetic rollercoaster  hoping it doesnt leave me too tortured   well  maybe just a little   ,0,1
311,311,311,Taylor Swift,@VinylVogue,taylor  youre a true inspiration  im launching a record store to support local music programs  and id love your support  lets keep the music playing for future generations    ,1,1
312,312,312,Taylor Swift,@camuflageee,cant wait to dive into the angsty  heart wrenching lyrics of the tortured poets department  finally  a soundtrack for my dramatic love life ,1,1
313,313,313,Taylor Swift,@the_alex_x15,cant wait to dive into this album and get my heartbroken by some soulful poetry  april    cant come soon enough ,1,1
314,314,314,Taylor Swift,@gomes_vtor,cant wait to dive into the tortured poets department album  love and poetry   hopefully no heartbreak songs on there  april    hurry up ,1,1
315,315,315,Taylor Swift,@CottingLuds1,cant wait to dive into this new album and explore the tortured souls of the poetic world  april    cant come soon enough ,1,1
316,316,316,Taylor Swift,@the_alex_x15,excited to drown my sorrows in some poetic melodies  cant wait for the tortured poets department to drop on april    ,0,1
317,317,317,Taylor Swift,@zpweiheng,cant wait to dive into the poetic depths of the tortured poets department album  love and heartbreak never sounded so good ,1,1
318,318,318,Taylor Swift,@messuwanted,looking for tickets to buy eras tour      taylor swift europe,1,1
319,319,319,Taylor Swift,@selenesoledad,cant wait for the new album  the tortured poets department sounds like its going to be amazing ,1,1
320,320,320,Taylor Swift,@blacksprawl,cant wait to dive into the emotional rollercoaster of the tortured poets department album  love and poetry  what a perfect combo ,1,1
321,321,321,Taylor Swift,@AIDE_DePIN,finally  an album for all us heartbroken wordsmiths out there  cant wait to drown in the sorrowful melodies ,1,1
322,322,322,Taylor Swift,@AssBeautyass,i cant wait to hear the emotions poured into this new album from the tortured poets department ,1,1
323,323,323,Taylor Swift,@khacnghia2902,i from vietnam           ,0,1
324,324,324,Taylor Swift,@ON9CCSeng,cant wait to dive into this emotional rollercoaster of a album  grabbing tissues and preparing for all the feels ,1,0
325,325,325,Taylor Swift,@sunkwaking,i cant wait to dive into the tortured poets department  i know its going to be amazing ,1,1
326,326,326,Taylor Swift,@KochClaudeg,cant wait to dive into this album and drown in some poetic anguish  april    cant come soon enough ,1,1
327,327,327,Taylor Swift,@DJ9035617762581,cant wait to get my hands on this  finally  a soundtrack for all my dramatic relationship woes  poetry and heartbreak  music to my ears ,0,1
328,328,328,Taylor Swift,@Polvale2,just what i needed to elevate my emo vibes  cant wait to drown in the sea of tortured poet feels  april     hurry up ,1,0
329,329,329,Taylor Swift,@elleffe_,finally  a soundtrack for all of us tortured souls out there  cant wait to make my dramatic poetry readings even more dramatic with this album ,1,1
330,330,330,Taylor Swift,@tolgaerpik,i cant wait to listen to the tortured poets department album  love taylor swifts artistry ,1,1
331,331,331,Taylor Swift,@dtygghgfdry,youre contributing meaningfully  thank you ,1,1
332,332,332,Taylor Swift,@lkbahar90045406,finally  a soundtrack for my deep  melodramatic soul  cant wait to drown in poetic angst   ,1,1
333,333,333,Taylor Swift,@10HeMaEmAm,finally  a soundtrack for all those emotional rollercoaster moments  cant wait for the tortured poets department to drop on april    ,1,1
334,334,334,Taylor Swift,@OneBadDude_,you look eerily similar to the daughter of the founders of the church of satan ,1,1
335,335,335,Taylor Swift,@Laza43805690,taylor swifts eras tour spans three and a half hours  featuring hits like  cardigan  and debuting four new tracks ,1,1
336,336,336,Taylor Swift,@Drake__Just,i cant believe i can now watch all of taylor swifts incredible performances whenever i want ,0,0
337,337,337,Taylor Swift,@zinabe7,absolutely  and thanks for sharing ,1,1
338,338,338,Taylor Swift,@Omnifii,screenshot this if you love taytay,1,1
339,339,339,Taylor Swift,@CarreraRoselin,agreed  thanks for sharing your thoughts ,1,1
340,340,340,Taylor Swift,@teuteuandrade,i cant believe i can now stream all   and a half hours of tay tays concert on disney plus  cant wait to listen to all of her new acoustic songs ,1,1
341,341,341,Taylor Swift,@MariaMafedipa,agreed  your perspective sheds light ,1,1
342,342,342,Taylor Swift,@donalduck_,spot on  i couldnt agree more ,1,0
343,343,343,Taylor Swift,@LuisMadden,absolutely  thanks for your contribution ,1,1
344,344,344,Taylor Swift,@aleymar_0709,appreciate your comment  thank you ,1,1
345,345,345,Taylor Swift,@bravosambigotes,agreed  thanks for sharing ,1,1
346,346,346,Taylor Swift,@lupusssgc,youre making a strong point  thank you ,1,1
347,347,347,Taylor Swift,@echacon12,i am absolutely obsessed with taylor swifts acoustic songs from the eras tour on disney plus  they are pure magic ,1,1
348,348,348,Taylor Swift,@BaseMan14,i am so excited to stream taylor swifts the eras tour on disney plus  its a must watch ,1,1
349,349,349,Taylor Swift,@Laza43805690,taylor swifts the eras tour would be an incredible experience  showcasing her evolution as an artist over the years  with performances including hits like  cardigan  and four new songs  fans would be transported through time and get a taste of swifts incredible musical journey ,1,1
350,350,350,Lebron James,@DanCampbellGOAT,hes just lucky he isnt coaching you  we all know what you do your coaches  ,1,0
351,351,351,Lebron James,@shivaye01,the richest man in the world    ,1,1
352,352,352,Lebron James,@UtdStagy,the nba wouldnt be the same without you ,0,0
353,353,353,Lebron James,@UtdStagy,king ,1,1
354,354,354,Lebron James,@tryhavocenergy,is he in fortnite tho   ,0,0
355,355,355,Lebron James,@2sush,keep going on and keep blessing us  ,1,1
356,356,356,Lebron James,@Dirti_SEI,dirty dog,0,1
357,357,357,Lebron James,@cryptoknig65902,goat     ,1,1
358,358,358,Lebron James,@wealth_turtle,hes definitely not perfect,1,1
359,359,359,Lebron James,@UtdStagy,please dont retire anytime soon   ,0,1
360,360,360,Lebron James,@ParsonsTakeover,no diddy king,0,0
361,361,361,Lebron James,@T_ee_mex,what you doing bruh,1,1
362,362,362,Lebron James,@Nehemias77Cas,the one english comment your looking for,1,1
363,363,363,Lebron James,@UtdStagy,god bless you,1,1
364,364,364,Lebron James,@wojdespn,lebron pls check your dms from me,1,1
365,365,365,Lebron James,@dekunleaa,skippa lebron james is ma captain,1,1
366,366,366,Lebron James,@Vladan48186430,who else is out here speaking fax about lebron like me,0,1
367,367,367,Lebron James,@braakyz8,goatest player of all time hes my man,1,0
368,368,368,Lebron James,@Maleekback,lebron the goat,1,1
369,369,369,Lebron James,@pearl1541253,such a cute guy      ,1,1
370,370,370,Lebron James,@sparkle0100,legend,1,1
371,371,371,Lebron James,@ParsonsTakeover,he looks like you king,0,0
372,372,372,Lebron James,@Teeeisback,hes handsome too,1,1
373,373,373,Lebron James,@marionnettea,that doesnt even make sense,0,1
374,374,374,Lebron James,@saif5553333,nice game tonight lebronto,1,1
375,375,375,Lebron James,@sparkle0100,king  ,1,1
376,376,376,Lebron James,@wealth_turtle,hes lowkey ugly,0,1
377,377,377,Lebron James,@scarydrea,this is such a nice way to flirt with him,0,1
378,378,378,Lebron James,@ohmcrae,goat,1,1
379,379,379,Lebron James,@w5w99,wait wait wait this is the guy,1,1
380,380,380,Lebron James,@BOOGIE7278,just like his pops right  congrats coach      ,1,1
381,381,381,Lebron James,@Meech330BBG,  ,0,1
382,382,382,Lebron James,@goat7_cr7,u r my sunshine,0,0
383,383,383,Lebron James,@GetBaitedSir,ayooooooo,0,1
384,384,384,Lebron James,@DADDYD_118,ped s,0,1
385,385,385,Lebron James,@luck43130, lbrn to the moon   ,1,1
386,386,386,Lebron James,@bobbybowe66,that s a great irish name joyce we ve had ,1,1
387,387,387,Lebron James,@crackloverrr,bronny goin there fosho,0,0
388,388,388,Lebron James,@jsllybeans,i wish i was born in this type family,0,0
389,389,389,Lebron James,@oyedun_emiola,thats a wrap thumbs up,1,1
390,390,390,Lebron James,@theo4982,you are my sunshine,1,1
391,391,391,Lebron James,@theBarkhantimes,bronny going to dusquesne confirmed,0,1
392,392,392,Lebron James,@ownedbychoppa,bronny to duq       ,0,1
393,393,393,Lebron James,@THEEJoeMess,uh oh   would be wild,1,0
394,394,394,Lebron James,@TheBlackOffice2,stop already smh,0,0
395,395,395,Lebron James,@JoshuaNoah21, nodiddy  diddler,0,1
396,396,396,Lebron James,@lakeshowbronc0,is this your king why not ,0,0
397,397,397,Lebron James,@KeshaunEmerson,welp,1,1
398,398,398,Lebron James,@KenHill11,i admire how you always show appreciation  support  and loyalty to your family friends and kids from akron cleveland    columbus  ohio  i am sure youve shared some plays  ideas   tips with him already  respect     ,1,1
399,399,399,Lebron James,@Pennflex_GM,the king has spoken  ,1,1
400,400,400,Billie Eilish,@BillieEilishBR,ok ,1,1
401,401,401,Billie Eilish,@dnk900,yes ,1,1
402,402,402,Billie Eilish,@WWEderrickanoi4,awesome,1,1
403,403,403,Billie Eilish,@Makjesty,milli billie irish eilish    ,1,1
404,404,404,Billie Eilish,@bloodylikeabody,it s been   years ,0,1
405,405,405,Billie Eilish,@billiestreams__,genius album ending,1,1
406,406,406,Billie Eilish,@billiestreams__,billie now be  please,0,1
407,407,407,Billie Eilish,@st0pbeingflirty,what now  ,1,1
408,408,408,Billie Eilish,@KxngPlayzYT,we would like to celebrate the new album,1,1
409,409,409,Billie Eilish,@KxngPlayzYT,my debut single  when i thrive  is officially out now ,0,1
410,410,410,Billie Eilish,@therrese_,clean,0,0
411,411,411,Billie Eilish,@EgheFamous,aoty for a reason ,1,1
412,412,412,Billie Eilish,@feelthemusicglo,yes      ,1,1
413,413,413,Billie Eilish,@Teslaconomics,yo quiero un tesla en argentina   ,1,1
414,414,414,Billie Eilish,@cardosojr1999,libera mulher,0,1
415,415,415,Billie Eilish,@BillieSpotify_,we want to celebrate with new music    ,1,1
416,416,416,Billie Eilish,@Darrienprkr11,wow  been playing tf out of this for the past week lol ,0,1
417,417,417,Billie Eilish,@dsambitch,girl bye ,0,0
418,418,418,Billie Eilish,@asheseilish,count ur days,1,1
419,419,419,Billie Eilish,@thebe3era,move billie move,0,1
420,420,420,Billie Eilish,@itisangiec,will always be my favorite album  ,1,1
421,421,421,Billie Eilish,@KyleAMitchell,i remember this  wait  what is it ,1,1
422,422,422,Billie Eilish,@MarkG52480690,youre the best at doing you  so keep doing youre,1,1
423,423,423,Billie Eilish,@paperboxZ,always be waiting ,1,1
424,424,424,Billie Eilish,@Maritza12885182,cool   ,1,1
425,425,425,Billie Eilish,@VaniaRobles24,we ve been listening         ,1,1
426,426,426,Billie Eilish,@erinseilish,celebrate a new album announcement ,1,1
427,427,427,Billie Eilish,@st0pbeingflirty,run from them haters gurl,1,0
428,428,428,Billie Eilish,@venus_moons0,the notif gave me a stroke actually,0,0
429,429,429,Billie Eilish,@erikaluvsidsb,palladium,0,1
430,430,430,Billie Eilish,@johanburgershop,my invisalign has i have taken i have taken out my invisalign and this is the album hahhahahahhahahhahahhahhahahaaaaaaaa,0,0
431,431,431,Billie Eilish,@joeltovarr,well let s say hello to the new era,1,1
432,432,432,Billie Eilish,@_positions__,ok now what ,0,1
433,433,433,Billie Eilish,@BillieSpotify_,now please announce something,1,1
434,434,434,Billie Eilish,@bloodylikeabody,now what s gonna happen,0,1
435,435,435,Billie Eilish,@dsambitch,atp were tired,0,0
436,436,436,Billie Eilish,@ComuBillieBR,be  rn     ,1,1
437,437,437,Billie Eilish,@andrewscomet,you and your boss are annoying,1,0
438,438,438,Billie Eilish,@therrese_,be  please,0,1
439,439,439,Billie Eilish,@outfotime,girl announce the fucking albummm,0,1
440,440,440,Billie Eilish,@BillieSpotify_,omg,0,1
441,441,441,Billie Eilish,@QGBillieEilish,omg drop the album billie,0,1
442,442,442,Billie Eilish,@thisdracarys,i cant do this right no your so hot,0,0
443,443,443,Billie Eilish,@outfotime,drop the album,0,1
444,444,444,Billie Eilish,@AbcdHard,billie is a bosslady queen,1,1
445,445,445,Billie Eilish,@outfotime,announcement,1,1
446,446,446,Billie Eilish,@InfoBillieBR,the one english tweet your looking for   ,1,1
447,447,447,Billie Eilish,@KxngPlayzYT,goodbye,0,0
448,448,448,Billie Eilish,@KxngPlayzYT,my debut single  when i thrive  is officially out now ,0,1
449,449,449,Billie Eilish,@SUGARBOY_SMALLY,you are better than cardi b,1,1
450,450,450,Kim Kardashian,@MudasarJatt,having tickles ,0,1
451,451,451,Kim Kardashian,@rl27base,cyber babe ,1,1
452,452,452,Kim Kardashian,@SwapSpaceCo,easy change any crypto without registration  ,1,1
453,453,453,Kim Kardashian,@SwapSpaceCo,  earn profit with our affiliate program,1,1
454,454,454,Kim Kardashian,@Trycolour,your dont even,0,0
455,455,455,Kim Kardashian,@Motabhai012,love is the answer     ,1,1
456,456,456,Kim Kardashian,@MudasarJatt,i want to be  ,0,0
457,457,457,Kim Kardashian,@arbabzia555,gorgeous,1,1
458,458,458,Kim Kardashian,@AhmadAl11754421,where are you going  ,1,1
459,459,459,Kim Kardashian,@shakiransari93,nice outfit,1,1
460,460,460,Kim Kardashian,@fatiii4546,looking so amazing,1,1
461,461,461,Kim Kardashian,@Merysondax,can i be yours   ,1,1
462,462,462,Kim Kardashian,@paolacharamina,i guess this is ok,0,1
463,463,463,Kim Kardashian,@MudasarJatt,he doesnt aspecting ,0,0
464,464,464,Kim Kardashian,@MudasarJatt,ooooh kim i know what time it is,0,1
465,465,465,Kim Kardashian,@zaqrider,keep shinning,1,1
466,466,466,Kim Kardashian,@CLalChaudhary,bobo,0,1
467,467,467,Kim Kardashian,@MudasarJatt,deadly wife ,1,1
468,468,468,Kim Kardashian,@sp5derj2,i need more skims men  ,0,0
469,469,469,Kim Kardashian,@chrgarciax,who needs a personal trainer when you have a toddler  running after them all day is the ultimate workout    ,1,1
470,470,470,Kim Kardashian,@10HeMaEmAm,seems like someones been on a bit of a shopping spree  maybe i need to take up knitting too   ,0,0
471,471,471,Kim Kardashian,@gomes_vtor,sounds like i need to up my selfie game if i want to attract a potential mate  maybe its time to invest in a selfie stick ,0,0
472,472,472,Kim Kardashian,@miiziipRiinZz,sounds like my kind of diet plan   all the pizza i want without any guilt ,1,0
473,473,473,Kim Kardashian,@10HeMaEmAm,who knew a conversation about socks could be so entertaining  i might have to rethink my sock drawer now ,0,0
474,474,474,Kim Kardashian,@lunamaxi29,just when you thought mondays couldnt get any worse  i spilled my coffee all over my keyboard  guess ill be typing with sticky keys all day ,0,0
475,475,475,Kim Kardashian,@YachtApe91521,who needs a personal trainer when you can just chase your toddler around all day  momlife,1,1
476,476,476,Kim Kardashian,@KochClaudeg,looks like weve got a real life superhero on our hands  who knew saving the day could involve so much dental work ,0,0
477,477,477,Kim Kardashian,@gomes_vtor,wow  this article really opened my eyes to the importance of wearing matching socks  who knew my fashion choices could make such a difference ,0,0
478,478,478,Kim Kardashian,@DjaysonPetrovsk,looks like ill be eating ramen noodles for the next month after seeing those holiday shopping receipts ,0,1
479,479,479,Kim Kardashian,@EnerHocaoglu,dat ass ages like fine wine,1,1
480,480,480,Kim Kardashian,@EnerHocaoglu,i wanna clean all over that thing,0,0
481,481,481,Kim Kardashian,@amparoal27,wow  i had no idea llamas could be so sneaky  watch out for those crafty little critters ,0,0
482,482,482,Kim Kardashian,@LukeThesen,thats like trying to find a needle in a haystack  good luck to the brave soul who attempts that challenge ,0,1
483,483,483,Kim Kardashian,@tibberton1376,trying to figure out if my great grandmas secret recipe for meatloaf is worth risking getting haunted by her ghost ,0,1
484,484,484,Kim Kardashian,@hindusquotes,cant believe i used to think eating kale was trendy  now im all about that cauliflower craze  who knew vegetables could be so hip ,0,0
485,485,485,Kim Kardashian,@elleffe_,wow  who knew that talking to plants could actually help them grow  i might start having full on conversations with my houseplants now ,1,1
486,486,486,Kim Kardashian,@kai02eksalazar,who knew a simple question could lead to such a hilarious debate among friends  never underestimate the power of asking what if ,1,1
487,487,487,Kim Kardashian,@LukeThesen,looks like someones been sneaking into my pantry at night  those missing snacks definitely werent eaten by ghosts  thats for sure ,0,0
488,488,488,Kim Kardashian,@Schommero62,seems like my dog has been practicing her escape artist skills    guess i need to up my game on securing the backyard ,0,1
489,489,489,Kim Kardashian,@BatKingAte,whirlwind for sure  ,1,1
490,490,490,Kim Kardashian,@UnRayananas,good car,0,1
491,491,491,Kim Kardashian,@meerhassankhan7,a perfect blend of style and sustainability  ,1,1
492,492,492,Kim Kardashian,@UnRayananas,when are returning my truck kim ,0,0
493,493,493,Kim Kardashian,@meerhassankhan7,shes a boss,0,1
494,494,494,Kim Kardashian,@gigachad,when are you returning my truck kim ,0,0
495,495,495,Kim Kardashian,@Surendrajaat01,beautiful,1,1
496,496,496,Kim Kardashian,@grandeiscozy,girl the boycott so you just dont care ,1,0
497,497,497,Kim Kardashian,@2sush,malibu hits different beautiful   ,1,1
498,498,498,Kim Kardashian,@2sushi3234,that ass aint bad fam innit,0,0
499,499,499,Kim Kardashian,@2343hhourstogo,why would you risk that with that car  ,0,0
500,500,500,Cristiano Ronaldo,@GodlyDevotions,praying for a blessed day for everyone reading this     ,1,1
501,501,501,Cristiano Ronaldo,@IbkSports,can t wait to see you win      fifa world cup     ,1,1
502,502,502,Cristiano Ronaldo,@kofi_adofo69,they should rigged the world cup for you just like how qatar did it for messi ,1,1
503,503,503,Cristiano Ronaldo,@bchinyakata,when cr  put on a disguise and no one recognised him,0,0
504,504,504,Cristiano Ronaldo,@monthermh5,the greatest of all time    ,1,1
505,505,505,Cristiano Ronaldo,@fawogyimiiko,you yourself haven t had a taste of a world cup so how are u going to support someone to bring a world cup to saudi    ,1,1
506,506,506,Cristiano Ronaldo,@Views09,ambassador for portugal      and saudi arabia       that s my goat  ,0,1
507,507,507,Cristiano Ronaldo,@SpiderManSpeak,best goal of ronaldo    ,1,1
508,508,508,Cristiano Ronaldo,@hasanalnaqour,great support ,1,1
509,509,509,Cristiano Ronaldo,@Q97m_,greatest of all time  ,1,1
510,510,510,Cristiano Ronaldo,@TotallCR7,this is why we are all behind you my idolo  ,0,0
511,511,511,Cristiano Ronaldo,@farhan_alfarhan,what good luck has brought you to a nation that loves peace and humanity  ,1,1
512,512,512,Cristiano Ronaldo,@UnitedRadar,this man is influential ,1,0
513,513,513,Cristiano Ronaldo,@hermioneoswin,he is really the greatest and most influential sportsman to ever exist ,0,1
514,514,514,Cristiano Ronaldo,@TheVxlverdeSzn,automated,1,1
515,515,515,Cristiano Ronaldo,@hullf,ggggoooooooooooaaaaaaaat                  ,0,1
516,516,516,Cristiano Ronaldo,@ronaldowarrior,maturity is when you realize that ronaldo is better than messi ,0,1
517,517,517,Cristiano Ronaldo,@Arslanshah46,goat,1,1
518,518,518,Cristiano Ronaldo,@AAKHIRI__SACH,well played    proud of you    ,1,1
519,519,519,Cristiano Ronaldo,@CFCBlaze_,             cristiano ronaldo has won the player of the month award in the saudi pro league     ,0,0
520,520,520,Cristiano Ronaldo,@abomnal,we are also proud of your presence at al nasr club  saudi arabia  thank you   cristianoronaldo,1,1
521,521,521,Cristiano Ronaldo,@FazalElahiKhosa,wonderful dear ronaldo,1,1
522,522,522,Cristiano Ronaldo,@faniranafanira1,great sir,1,1
523,523,523,Cristiano Ronaldo,@kenkarmah,the dream is big and realistic  i pray to be a witness  here come      ,1,1
524,524,524,Cristiano Ronaldo,@zeeshandigisink,great,1,1
525,525,525,Cristiano Ronaldo,@DuchaiTb,yes    ,1,1
526,526,526,Cristiano Ronaldo,@quizmasterahmed,waw   hope u will be a legend this time and retired,1,1
527,527,527,Cristiano Ronaldo,@hashimsaqi258,amazing,1,1
528,528,528,Cristiano Ronaldo,@okpraalekwu,big name,1,1
529,529,529,Cristiano Ronaldo,@Ujala4u,best wishes,1,0
530,530,530,Cristiano Ronaldo,@sleyvinlegend,lets make it happen and you better play too    ,1,1
531,531,531,Cristiano Ronaldo,@AlizeyAdeel,love you sir,1,1
532,532,532,Cristiano Ronaldo,@LebaKevin,love,1,1
533,533,533,Cristiano Ronaldo,@esaambaba,this nice,1,1
534,534,534,Cristiano Ronaldo,@Harvey_Speectr,i love ronaldo,1,1
535,535,535,Cristiano Ronaldo,@JawadKh06093517,amazing star,1,1
536,536,536,Cristiano Ronaldo,@LilMoGh,bottled the champions league when it mattered ,1,1
537,537,537,Cristiano Ronaldo,@Views09,the last time messi scored a club hatrick ronaldo was still at juventus  cook them idolo  ,0,0
538,538,538,Cristiano Ronaldo,@AsieduMends,no world cup trophy hahahaha,1,1
539,539,539,Cristiano Ronaldo,@Mompha_Gives,the greatest goat,1,1
540,540,540,Cristiano Ronaldo,@RandomTheGuy_,name something ronaldo cant do  ,0,0
541,541,541,Cristiano Ronaldo,@Vinod_r108,cristiano ronaldos stunning headed goal against sampdoria  rising   meters    centimeters ,0,1
542,542,542,Cristiano Ronaldo,@saintmufc,ageing like fine wine    ,1,1
543,543,543,Cristiano Ronaldo,@abazwhyllzz,why didnt you do all of this in juventus or when you returned to manchester united  why did you run from europe if you are not slowing down   ,0,0
544,544,544,Cristiano Ronaldo,@Vinod_r108,  beautiful hearts   ,1,1
545,545,545,Cristiano Ronaldo,@TotallCR7,always behind you my idol  ,1,0
546,546,546,Cristiano Ronaldo,@OlaseniFeyisayo,the greatest player ever to play the beautiful game of football          ,1,1
547,547,547,Cristiano Ronaldo,@Queen_Aeesha,gather here if you farming  param  for a  x points,1,1
548,548,548,Cristiano Ronaldo,@aditya_web3,whos the  ,0,1
549,549,549,Cristiano Ronaldo,@ellyserwaaa,where is your world cup trophy,1,1
550,550,550,Jimmy Kimmel,@zaqrider,another bang ,1,0
551,551,551,Jimmy Kimmel,@Lunazmom2,i am never watching anything either of you produce ever ,0,1
552,552,552,Jimmy Kimmel,@Ink8Judy,im still cracking up with jimmys ,0,0
553,553,553,Jimmy Kimmel,@DadioKillerB,i dont get this joke,0,0
554,554,554,Jimmy Kimmel,@kareemjeanjr,oscars ratings were awful  amercia ko d jimberly again ,0,0
555,555,555,Jimmy Kimmel,@Burrow2ChaseTD,imagine being grown men and this obsessed with bashing another grown man,0,1
556,556,556,Jimmy Kimmel,@RobertHollist7,jimmy when you go to prison are you going to do blackface again     ,0,1
557,557,557,Jimmy Kimmel,@ScoutKopfjager,newsflash  you and deniro are both irrelevant  no one cares       ,0,0
558,558,558,Jimmy Kimmel,@leo_arellano92,no one likes yall lmao,0,0
559,559,559,Jimmy Kimmel,@PatrickLac007, banjimmykimmelshow,0,1
560,560,560,Jimmy Kimmel,@EricTrammel3,you made trump a cartoon villain   i love you jimmy     you are so awesome  ,1,1
561,561,561,Jimmy Kimmel,@WenDogeCoin,not watching that garbage,1,1
562,562,562,Jimmy Kimmel,@Jason_oct,make america great again  vote trump      ,1,1
563,563,563,Jimmy Kimmel,@cldonline,best reply ever  isn t it past your jail time    to trumps rude  insulting post about your performance at the oscars tonight  ,1,1
564,564,564,Jimmy Kimmel,@mjohn55,you are the worst host ever    you are not funny or talented  ,1,1
565,565,565,Jimmy Kimmel,@JRobFreedom,you suck jimmy,0,0
566,566,566,Jimmy Kimmel,@wells_sl,pretty low to bring up someone s drug addiction on the night they are up for probably the most prestigious award in their industry  but  what else should we expect from  black face jimmy kimmel   i mean  hes lower than the   on my shoe   sorry ,0,0
567,567,567,Jimmy Kimmel,@Kirk_925,i would never watch anything with you as a host   you are a subhuman and filth   ,1,1
568,568,568,Jimmy Kimmel,@MoneyPenny700,the following media includes potentially sensitive content  change settings,1,1
569,569,569,Jimmy Kimmel,@DavidYeshua4,what a pos   kimmel has no respect for women  we know that based on his public behavior  lock him up   ,0,0
570,570,570,Jimmy Kimmel,@Ambriz_Dom,jamie      ,1,1
571,571,571,Jimmy Kimmel,@LibertyJamison,hahaha time to give your awards to the most narcissistic and entitled celebrity  ,1,1
572,572,572,Jimmy Kimmel,@2020lizmac,haven t watched the hollywood pedos give each other awards in years  it used to be a classy show now its nothing but trash as are the movies produced in hollywood ,0,1
573,573,573,Jimmy Kimmel,@TxAeronaut,sharing is caring ,1,1
574,574,574,Jimmy Kimmel,@clhwi2017,boring ,0,0
575,575,575,Jimmy Kimmel,@Nautiguy48,worst oscars host in history ,0,0
576,576,576,Jimmy Kimmel,@girldad72,hey jimmy remember that time you spent  on the island with your other pedo friends  we do ,1,1
577,577,577,Jimmy Kimmel,@donttreadmemes,nobody cares ,0,0
578,578,578,Jimmy Kimmel,@glamfairey,politics should not be mentioned at the oscars neither party  your disgusting ,0,1
579,579,579,Jimmy Kimmel,@JustKimfromoz,youre going to be crying a flood of tears come november mate   dont move to australia   we dont want you here   you were an embarrassment at the oscars   hopefully that will be the last time they ever ask you to host  ,0,0
580,580,580,Jimmy Kimmel,@TheShortKing93,pedo jimmy back at it again,0,1
581,581,581,Jimmy Kimmel,@BenGleib2024,feel the music jimmy,1,1
582,582,582,Jimmy Kimmel,@feelthemusicglo,yes      ,1,1
583,583,583,Jimmy Kimmel,@Teslaconomics,yo quiero un tesla en argentina   ,1,1
584,584,584,Jimmy Kimmel,@BobMute2,no thank you        ,1,1
585,585,585,Jimmy Kimmel,@micalvalencia,congrats on the oscars  it would be awesome if you used your platform   visibility to highlight a family in     there is a huge list to choose from on operation olive branch  tiktok or instagram ,1,1
586,586,586,Jimmy Kimmel,@BobMute2,perhaps the most entertaining part of the oscars is watching the host try to be funny while simultaneously offending as few people as possible  its a tightrope act that often results in a bland  forgettable performance   ,1,1
587,587,587,Jimmy Kimmel,@nurseangel777,its only been    minutes and i m already tired of your lame insulting humor       ,0,0
588,588,588,Jimmy Kimmel,@imustafazia,we love rdj  and you are lower than dirt ,1,1
589,589,589,Jimmy Kimmel,@TeesValleyVoice,when donald trump is back in the white house it will be past your jail time  epstein island visitor ,1,1
590,590,590,Jimmy Kimmel,@WTAFRich,coward making jokes about michael surrounded by your ptah action figures  we see you son ,1,1
591,591,591,Jimmy Kimmel,@Stevo_1969,we know what you did on epstein island  your sick,1,0
592,592,592,Jimmy Kimmel,@BroganDinolfo,time s up  jimmy    ,1,1
593,593,593,Jimmy Kimmel,@PapiTrumpo,jimmy kimmel took the bait      ,1,1
594,594,594,Jimmy Kimmel,@MrsAndy73529976,i m ready   ,1,1
595,595,595,Jimmy Kimmel,@UncleRy_eth,is rodgers handing out any awards    ,1,1
596,596,596,Jimmy Kimmel,@MrsAndy73529976,you are welcome   jimmy  ,1,1
597,597,597,Jimmy Kimmel,@BenCharles2014,yess  lets go,1,1
598,598,598,Jimmy Kimmel,@disser_sapkota,wishing you luck  jimmy  it should be a great show as long as you didnt try to tell any jokes  not your strongest suit   ,1,1
599,599,599,Jimmy Kimmel,@sjoseph_sports,be funny,0,1
600,600,600,Elon Musk,@ElonMuskAOC,i could build it in a year,0,0
601,601,601,Elon Musk,@YourAnonNews,the car manufacturer doesnt like high speed rail  not surprising,0,0
602,602,602,Elon Musk,@Twitermytweet,seriously this is the truth,1,1
603,603,603,Elon Musk,@DotComParker,elon  bots are able to comment scams on my posts and i cant see it because they have me blocked  ,0,0
